INSERT INTO public.car_info (brand, model, body_style, engine_capacity, engine_power, gear_box, fuel, color, price_per_day) VALUES
('Genesis', 'G90', 'Sedan', 2.2, 88, 'manuálna', 'diesel', 'oranžová', 81),
('Genesis', 'G90', 'Sedan', 2.8, 191, 'manuálna', 'benzín', 'èierna', 63),
('Genesis', 'G90', 'Sedan', 3, 113, 'automatická', 'LPG', 'strieborná', 32),
('Genesis', 'G90', 'Sedan', 3.4, 246, 'automatická', 'benzín', 'bordová', 49),
('Genesis', 'G80', 'Sedan', 2.2, 172, 'automatická', 'LPG', 'strieborná', 73),
('Genesis', 'G80', 'Sedan', 3.2, 207, 'automatická', 'benzín', 'zlatá', 47),
('Genesis', 'G80', 'Sedan', 2.8, 123, 'manuálna', 'LPG', 'bordová', 58),
('Genesis', 'G80', 'Sedan', 2, 149, 'automatická', 'diesel', 'tyrkysová', 45),
('Genesis', 'G80', 'Sedan', 3.5, 143, 'automatická', 'diesel', 'tmavomodrá', 106),
('Freightliner', 'Sprinter WORKER Passenger', 'Van/Minivan', 3.1, 273, 'automatická', 'diesel', 'èierna', 100),
('Freightliner', 'Sprinter WORKER Passenger', 'Van/Minivan', 2.3, 196, 'manuálna', 'diesel', 'modrá', 96),
('Freightliner', 'Sprinter WORKER Passenger', 'Van/Minivan', 2.2, 135, 'automatická', 'LPG', 'bordová', 117),
('Freightliner', 'Sprinter WORKER Passenger', 'Van/Minivan', 3.4, 199, 'manuálna', 'diesel', 'strieborná', 115),
('Freightliner', 'Sprinter WORKER Passenger', 'Van/Minivan', 2.5, 178, 'manuálna', 'diesel', 'biela', 60),
('Freightliner', 'Sprinter WORKER Cargo', 'Van/Minivan', 3, 153, 'manuálna', 'LPG', 'hnedá', 92),
('Freightliner', 'Sprinter WORKER Cargo', 'Van/Minivan', 3, 177, 'automatická', 'benzín', 'modrá', 32),
('Freightliner', 'Sprinter WORKER Cargo', 'Van/Minivan', 2.2, 148, 'automatická', 'LPG', 'biela', 86),
('Freightliner', 'Sprinter WORKER Cargo', 'Van/Minivan', 2.1, 179, 'manuálna', 'LPG', 'tyrkysová', 105),
('Freightliner', 'Sprinter WORKER Cargo', 'Van/Minivan', 3, 106, 'manuálna', 'LPG', 'tyrkysová', 22),
('Freightliner', 'Sprinter 3500XD Cargo', 'Van/Minivan', 2.3, 163, 'manuálna', 'benzín', 'biela', 37),
('Freightliner', 'Sprinter 3500XD Cargo', 'Van/Minivan', 3.1, 232, 'manuálna', 'diesel', 'zelená', 32),
('Freightliner', 'Sprinter 3500XD Cargo', 'Van/Minivan', 3, 225, 'manuálna', 'LPG', 'tyrkysová', 120),
('Freightliner', 'Sprinter 3500XD Cargo', 'Van/Minivan', 2.5, 261, 'automatická', 'LPG', 'tmavomodrá', 21),
('Freightliner', 'Sprinter 3500XD Cargo', 'Van/Minivan', 2.6, 156, 'automatická', 'benzín', 'strieborná', 38),
('Freightliner', 'Sprinter 3500 Cargo', 'Van/Minivan', 2.2, 221, 'automatická', 'LPG', 'modrá', 116),
('Freightliner', 'Sprinter 3500 Cargo', 'Van/Minivan', 3, 185, 'manuálna', 'LPG', 'èervená', 71),
('Freightliner', 'Sprinter 3500 Cargo', 'Van/Minivan', 3.6, 237, 'manuálna', 'benzín', 'karbónová', 105),
('Freightliner', 'Sprinter 3500 Cargo', 'Van/Minivan', 3.5, 189, 'manuálna', 'LPG', 'bordová', 65),
('Freightliner', 'Sprinter 3500 Cargo', 'Van/Minivan', 3.3, 112, 'manuálna', 'diesel', 'oranžová', 20),
('Freightliner', 'Sprinter 2500 Passenger', 'Van/Minivan', 2.9, 256, 'automatická', 'LPG', 'bronzová', 73),
('Freightliner', 'Sprinter 2500 Passenger', 'Van/Minivan', 2.2, 89, 'automatická', 'benzín', 'zlatá', 30),
('Freightliner', 'Sprinter 2500 Passenger', 'Van/Minivan', 2.1, 188, 'manuálna', 'diesel', 'tyrkysová', 39),
('Freightliner', 'Sprinter 2500 Passenger', 'Van/Minivan', 2.5, 119, 'automatická', 'benzín', 'zelená', 120),
('Freightliner', 'Sprinter 2500 Passenger', 'Van/Minivan', 2, 267, 'automatická', 'diesel', 'zelená', 117),
('Freightliner', 'Sprinter 2500 Crew', 'Van/Minivan', 2.8, 216, 'automatická', 'benzín', 'biela', 32),
('Freightliner', 'Sprinter 2500 Crew', 'Van/Minivan', 2.8, 92, 'automatická', 'benzín', 'modrá', 62),
('Freightliner', 'Sprinter 2500 Crew', 'Van/Minivan', 3, 130, 'automatická', 'benzín', 'èervená', 61),
('Freightliner', 'Sprinter 2500 Crew', 'Van/Minivan', 3.4, 253, 'automatická', 'diesel', 'modrá', 33),
('Freightliner', 'Sprinter 2500 Crew', 'Van/Minivan', 2.3, 245, 'automatická', 'benzín', 'tyrkysová', 32),
('Freightliner', 'Sprinter 2500 Cargo', 'Van/Minivan', 3.3, 102, 'automatická', 'LPG', 'sivá', 102),
('Freightliner', 'Sprinter 2500 Cargo', 'Van/Minivan', 2.4, 128, 'manuálna', 'LPG', 'sivá', 66),
('Freightliner', 'Sprinter 2500 Cargo', 'Van/Minivan', 3, 187, 'manuálna', 'benzín', 'žltá', 90),
('Freightliner', 'Sprinter 2500 Cargo', 'Van/Minivan', 2.9, 95, 'automatická', 'LPG', 'tmavomodrá', 97),
('Freightliner', 'Sprinter 2500 Cargo', 'Van/Minivan', 2.3, 177, 'manuálna', 'diesel', 'zlatá', 57),
('Ford', 'ZX2', 'Coupe', 3, 219, 'manuálna', 'benzín', 'karbónová', 62),
('Ford', 'ZX2', 'Coupe', 3, 210, 'automatická', 'benzín', 'žltá', 53),
('Ford', 'ZX2', 'Coupe', 3.2, 252, 'manuálna', 'diesel', 'strieborná', 45),
('Ford', 'ZX2', 'Coupe', 3.2, 219, 'automatická', 'benzín', 'strieborná', 72),
('Ford', 'ZX2', 'Coupe', 3.2, 119, 'automatická', 'benzín', 'modrá', 95),
('Ford', 'Windstar Passenger', 'Van/Minivan', 2, 89, 'automatická', 'diesel', 'bronzová', 93),
('Ford', 'Windstar Passenger', 'Van/Minivan', 2.8, 232, 'manuálna', 'LPG', 'karbónová', 41),
('Ford', 'Windstar Passenger', 'Van/Minivan', 3.6, 151, 'manuálna', 'diesel', 'zlatá', 93),
('Ford', 'Windstar Passenger', 'Van/Minivan', 2.3, 145, 'manuálna', 'diesel', 'bronzová', 113),
('Ford', 'Windstar Passenger', 'Van/Minivan', 2.2, 244, 'manuálna', 'LPG', 'bronzová', 117),
('Ford', 'Windstar Cargo', 'Van/Minivan', 2.2, 161, 'manuálna', 'diesel', 'èervená', 96),
('Ford', 'Windstar Cargo', 'Van/Minivan', 3.5, 114, 'automatická', 'diesel', 'oranžová', 76),
('Ford', 'Windstar Cargo', 'Van/Minivan', 3.3, 273, 'manuálna', 'benzín', 'oranžová', 65),
('Ford', 'Windstar Cargo', 'Van/Minivan', 2.7, 86, 'manuálna', 'benzín', 'žltá', 108),
('Ford', 'Windstar Cargo', 'Van/Minivan', 2, 151, 'automatická', 'LPG', 'zelená', 100),
('Ford', 'Transit Connect Passenger', 'Van/Minivan', 2.1, 204, 'manuálna', 'diesel', 'hnedá', 44),
('Ford', 'Transit Connect Passenger', 'Van/Minivan', 2.2, 143, 'manuálna', 'benzín', 'sivá', 24),
('Ford', 'Transit Connect Passenger', 'Van/Minivan', 2.5, 105, 'automatická', 'benzín', 'tmavomodrá', 77),
('Ford', 'Transit Connect Passenger', 'Van/Minivan', 2.5, 223, 'manuálna', 'diesel', 'žltá', 58),
('Ford', 'Transit Connect Passenger', 'Van/Minivan', 2.4, 168, 'automatická', 'benzín', 'bordová', 81),
('Ford', 'Transit Connect Cargo', 'Van/Minivan', 2.7, 173, 'automatická', 'benzín', 'èierna', 91),
('Ford', 'Transit Connect Cargo', 'Van/Minivan', 2.6, 81, 'automatická', 'benzín', 'strieborná', 71),
('Ford', 'Transit Connect Cargo', 'Van/Minivan', 2.9, 98, 'automatická', 'LPG', 'bordová', 71),
('Ford', 'Transit Connect Cargo', 'Van/Minivan', 2.1, 102, 'automatická', 'benzín', 'zelená', 82),
('Ford', 'Transit Connect Cargo', 'Van/Minivan', 3.2, 166, 'manuálna', 'LPG', 'zelená', 54),
('Ford', 'Transit 350 Van', 'Van/Minivan', 2.2, 186, 'automatická', 'benzín', 'hnedá', 37),
('Ford', 'Transit 350 Van', 'Van/Minivan', 3.2, 207, 'manuálna', 'LPG', 'zlatá', 58),
('Ford', 'Transit 350 Van', 'Van/Minivan', 2.3, 121, 'manuálna', 'diesel', 'bronzová', 34),
('Ford', 'Transit 350 Van', 'Van/Minivan', 2.6, 174, 'manuálna', 'diesel', 'biela', 108),
('Ford', 'Transit 350 Van', 'Van/Minivan', 2, 210, 'manuálna', 'benzín', 'strieborná', 87),
('Ford', 'Transit 350 HD Van', 'Van/Minivan', 3.6, 173, 'automatická', 'diesel', 'modrá', 44),
('Ford', 'Transit 350 HD Van', 'Van/Minivan', 2.2, 141, 'automatická', 'diesel', 'bordová', 92),
('Ford', 'Transit 350 HD Van', 'Van/Minivan', 2.9, 265, 'manuálna', 'LPG', 'èervená', 84),
('Ford', 'Transit 350 HD Van', 'Van/Minivan', 2.8, 175, 'automatická', 'LPG', 'hnedá', 22),
('Ford', 'Transit 350 HD Van', 'Van/Minivan', 2.8, 104, 'automatická', 'LPG', 'biela', 95),
('Ford', 'Transit 250 Van', 'Van/Minivan', 3.1, 110, 'automatická', 'LPG', 'karbónová', 71),
('Ford', 'Transit 250 Van', 'Van/Minivan', 2.9, 243, 'automatická', 'diesel', 'tyrkysová', 78),
('Ford', 'Transit 250 Van', 'Van/Minivan', 2.6, 230, 'manuálna', 'LPG', 'strieborná', 98),
('Ford', 'Transit 250 Van', 'Van/Minivan', 2.1, 209, 'manuálna', 'LPG', 'tyrkysová', 47),
('Ford', 'Transit 250 Van', 'Van/Minivan', 3.3, 246, 'manuálna', 'diesel', 'èierna', 117),
('Ford', 'Transit 150 Van', 'Van/Minivan', 3, 105, 'manuálna', 'benzín', 'tmavomodrá', 32),
('Ford', 'Transit 150 Van', 'Van/Minivan', 2.8, 114, 'manuálna', 'LPG', 'biela', 40),
('Ford', 'Transit 150 Van', 'Van/Minivan', 2.1, 128, 'manuálna', 'LPG', 'tmavomodrá', 28),
('Ford', 'Transit 150 Van', 'Van/Minivan', 3.4, 210, 'automatická', 'diesel', 'èierna', 21),
('Ford', 'Transit 150 Van', 'Van/Minivan', 2.6, 193, 'manuálna', 'LPG', 'èervená', 62),
('Ford', 'Thunderbird', 'Coupe', 2.9, 101, 'automatická', 'LPG', 'karbónová', 94),
('Ford', 'Thunderbird', 'Coupe', 2.5, 134, 'automatická', 'LPG', 'bronzová', 95),
('Ford', 'Thunderbird', 'Coupe', 2.6, 122, 'manuálna', 'LPG', 'sivá', 35),
('Ford', 'Thunderbird', 'Coupe', 2.4, 275, 'manuálna', 'LPG', 'èierna', 107),
('Ford', 'Thunderbird', 'Coupe', 2.3, 137, 'manuálna', 'benzín', 'bronzová', 103),
('Ford', 'Tempo', 'Sedan', 3.3, 198, 'automatická', 'benzín', 'hnedá', 21),
('Ford', 'Tempo', 'Sedan', 2.1, 96, 'automatická', 'diesel', 'sivá', 97),
('Ford', 'Tempo', 'Sedan', 3.3, 267, 'manuálna', 'benzín', 'bronzová', 117),
('Ford', 'Tempo', 'Sedan', 3.2, 232, 'automatická', 'diesel', 'bronzová', 66),
('Ford', 'Tempo', 'Sedan', 3.1, 234, 'manuálna', 'LPG', 'oranžová', 70),
('Ford', 'Taurus X', 'SUV', 3, 192, 'manuálna', 'benzín', 'tmavomodrá', 69),
('Ford', 'Taurus X', 'SUV', 3.2, 119, 'automatická', 'benzín', 'bronzová', 35),
('Ford', 'Taurus X', 'SUV', 2.3, 258, 'manuálna', 'diesel', 'bordová', 75),
('Ford', 'Taurus X', 'SUV', 2.1, 179, 'manuálna', 'diesel', 'žltá', 82),
('Ford', 'Taurus X', 'SUV', 2.4, 240, 'manuálna', 'diesel', 'karbónová', 21),
('Ford', 'Taurus', 'Sedan', 3.1, 85, 'automatická', 'benzín', 'èierna', 83),
('Ford', 'Taurus', 'Sedan', 2.9, 264, 'automatická', 'diesel', 'bordová', 28),
('Ford', 'Taurus', 'Sedan', 2.5, 80, 'manuálna', 'benzín', 'biela', 26),
('Ford', 'Taurus', 'Sedan', 3.2, 214, 'automatická', 'LPG', 'modrá', 53),
('Ford', 'Taurus', 'Sedan', 2.1, 195, 'automatická', 'diesel', 'bronzová', 69),
('Ford', 'Ranger Super Cab', 'Pickup', 2.1, 163, 'automatická', 'benzín', 'zelená', 115),
('Ford', 'Ranger Super Cab', 'Pickup', 3.4, 201, 'manuálna', 'LPG', 'oranžová', 112),
('Ford', 'Ranger Super Cab', 'Pickup', 2.4, 186, 'automatická', 'diesel', 'karbónová', 55),
('Ford', 'Ranger Super Cab', 'Pickup', 2.3, 163, 'automatická', 'benzín', 'zlatá', 24),
('Ford', 'Ranger Super Cab', 'Pickup', 2.5, 274, 'automatická', 'benzín', 'biela', 97),
('Ford', 'Ranger Regular Cab', 'Pickup', 3.5, 204, 'automatická', 'benzín', 'karbónová', 91),
('Ford', 'Ranger Regular Cab', 'Pickup', 3, 242, 'manuálna', 'LPG', 'sivá', 82),
('Ford', 'Ranger Regular Cab', 'Pickup', 2.8, 229, 'manuálna', 'LPG', 'žltá', 81),
('Ford', 'Ranger Regular Cab', 'Pickup', 2.5, 150, 'automatická', 'diesel', 'hnedá', 106),
('Ford', 'Ranger Regular Cab', 'Pickup', 2.1, 123, 'automatická', 'LPG', 'hnedá', 75),
('Ford', 'Probe', 'Hatchback', 2.4, 217, 'manuálna', 'benzín', 'èervená', 112),
('Ford', 'Probe', 'Hatchback', 2.7, 247, 'manuálna', 'benzín', 'zlatá', 29),
('Ford', 'Probe', 'Hatchback', 3.2, 135, 'manuálna', 'benzín', 'èervená', 64),
('Ford', 'Probe', 'Hatchback', 2.6, 178, 'automatická', 'LPG', 'tmavomodrá', 108),
('Ford', 'Probe', 'Hatchback', 3.3, 97, 'manuálna', 'benzín', 'hnedá', 82),
('Ford', 'Mustang', 'Coupe', 2.5, 218, 'automatická', 'diesel', 'bronzová', 75),
('Ford', 'Mustang', 'Coupe', 2.7, 158, 'manuálna', 'benzín', 'èierna', 58),
('Ford', 'Mustang', 'Coupe', 2.8, 162, 'automatická', 'LPG', 'bronzová', 58),
('Ford', 'Mustang', 'Coupe', 2.6, 100, 'automatická', 'LPG', 'zlatá', 59),
('Ford', 'Mustang', 'Coupe', 3.5, 178, 'manuálna', 'LPG', 'zelená', 33),
('Ford', 'GT', 'Coupe', 3, 279, 'manuálna', 'benzín', 'hnedá', 54),
('Ford', 'GT', 'Coupe', 2, 278, 'manuálna', 'LPG', 'modrá', 101),
('Ford', 'GT', 'Coupe', 3.5, 232, 'manuálna', 'diesel', 'bordová', 47),
('Ford', 'GT', 'Coupe', 2.5, 83, 'manuálna', 'diesel', 'oranžová', 35),
('Ford', 'GT', 'Coupe', 2.8, 165, 'automatická', 'diesel', 'strieborná', 34),
('Ford', 'Fusion Energi', 'Sedan', 2, 184, 'manuálna', 'LPG', 'oranžová', 102),
('Ford', 'Fusion Energi', 'Sedan', 3.2, 190, 'manuálna', 'benzín', 'zelená', 45),
('Ford', 'Fusion Energi', 'Sedan', 3.3, 95, 'manuálna', 'benzín', 'bronzová', 68),
('Ford', 'Fusion Energi', 'Sedan', 3.3, 110, 'automatická', 'diesel', 'zelená', 115),
('Ford', 'Fusion Energi', 'Sedan', 2.9, 213, 'manuálna', 'diesel', 'zelená', 117),
('Ford', 'Fusion', 'Sedan', 3.4, 256, 'manuálna', 'diesel', 'bronzová', 23),
('Ford', 'Fusion', 'Sedan', 2.3, 118, 'manuálna', 'benzín', 'èervená', 56),
('Ford', 'Fusion', 'Sedan', 2.9, 247, 'automatická', 'LPG', 'bronzová', 79),
('Ford', 'Fusion', 'Sedan', 2.9, 145, 'manuálna', 'LPG', 'bordová', 100),
('Ford', 'Fusion', 'Sedan', 2.1, 143, 'manuálna', 'diesel', 'èierna', 62),
('Ford', 'Freestyle', 'SUV', 2.6, 257, 'automatická', 'diesel', 'hnedá', 71),
('Ford', 'Freestyle', 'SUV', 3.4, 161, 'manuálna', 'benzín', 'bronzová', 62),
('Ford', 'Freestyle', 'SUV', 2.5, 263, 'manuálna', 'benzín', 'oranžová', 40),
('Ford', 'Freestyle', 'SUV', 3.2, 132, 'automatická', 'LPG', 'oranžová', 117),
('Ford', 'Freestyle', 'SUV', 2.6, 270, 'automatická', 'diesel', 'zlatá', 65),
('Ford', 'Freestar Passenger', 'Van/Minivan', 2.9, 265, 'automatická', 'LPG', 'modrá', 21),
('Ford', 'Freestar Passenger', 'Van/Minivan', 2.1, 139, 'manuálna', 'LPG', 'bordová', 98),
('Ford', 'Freestar Passenger', 'Van/Minivan', 2.7, 269, 'automatická', 'benzín', 'žltá', 113),
('Ford', 'Freestar Passenger', 'Van/Minivan', 3, 134, 'automatická', 'diesel', 'èervená', 61),
('Ford', 'Freestar Passenger', 'Van/Minivan', 2.6, 120, 'automatická', 'LPG', 'karbónová', 57),
('Ford', 'Freestar Cargo', 'Van/Minivan', 3.2, 126, 'manuálna', 'benzín', 'zlatá', 107),
('Ford', 'Freestar Cargo', 'Van/Minivan', 2.8, 200, 'manuálna', 'diesel', 'èervená', 92),
('Ford', 'Freestar Cargo', 'Van/Minivan', 2.7, 197, 'manuálna', 'diesel', 'tyrkysová', 61),
('Ford', 'Freestar Cargo', 'Van/Minivan', 3, 112, 'manuálna', 'LPG', 'zelená', 109),
('Ford', 'Freestar Cargo', 'Van/Minivan', 3.5, 86, 'manuálna', 'diesel', 'zlatá', 86),
('Ford', 'Focus ST', 'Hatchback', 3.6, 124, 'manuálna', 'LPG', 'tmavomodrá', 55),
('Ford', 'Focus ST', 'Hatchback', 2.5, 165, 'manuálna', 'LPG', 'zelená', 77),
('Ford', 'Focus ST', 'Hatchback', 2.3, 185, 'automatická', 'diesel', 'biela', 106),
('Ford', 'Focus ST', 'Hatchback', 2.6, 158, 'manuálna', 'LPG', 'bordová', 69),
('Ford', 'Focus ST', 'Hatchback', 2.8, 257, 'automatická', 'benzín', 'hnedá', 108),
('Ford', 'Focus', 'Sedan', 2, 256, 'automatická', 'benzín', 'èierna', 97),
('Ford', 'Focus', 'Sedan', 2.8, 178, 'manuálna', 'benzín', 'tyrkysová', 81),
('Ford', 'Focus', 'Sedan', 3.2, 120, 'manuálna', 'diesel', 'èervená', 84),
('Ford', 'Focus', 'Sedan', 2.6, 136, 'manuálna', 'benzín', 'zlatá', 107),
('Ford', 'Focus', 'Sedan', 2.7, 245, 'automatická', 'diesel', 'zelená', 25),
('Ford', 'Flex', 'SUV', 2.6, 103, 'automatická', 'benzín', 'èervená', 82),
('Ford', 'Flex', 'SUV', 2.2, 184, 'manuálna', 'benzín', 'zelená', 47),
('Ford', 'Flex', 'SUV', 3, 116, 'manuálna', 'benzín', 'biela', 21),
('Ford', 'Flex', 'SUV', 2.7, 130, 'manuálna', 'diesel', 'sivá', 118),
('Ford', 'Flex', 'SUV', 3.4, 177, 'automatická', 'benzín', 'karbónová', 92),
('Ford', 'Five Hundred', 'Sedan', 2.2, 196, 'automatická', 'benzín', 'hnedá', 110),
('Ford', 'Five Hundred', 'Sedan', 3.2, 255, 'automatická', 'benzín', 'tyrkysová', 69),
('Ford', 'Five Hundred', 'Sedan', 3.6, 122, 'automatická', 'benzín', 'bordová', 41),
('Ford', 'Five Hundred', 'Sedan', 3.2, 86, 'automatická', 'LPG', 'sivá', 100),
('Ford', 'Five Hundred', 'Sedan', 2.1, 125, 'automatická', 'diesel', 'sivá', 117),
('Ford', 'Fiesta', 'Sedan', 2.3, 148, 'manuálna', 'diesel', 'èervená', 73),
('Ford', 'Fiesta', 'Sedan', 2.5, 204, 'manuálna', 'benzín', 'strieborná', 120),
('Ford', 'Fiesta', 'Sedan', 3.3, 189, 'manuálna', 'benzín', 'zelená', 78),
('Ford', 'Fiesta', 'Sedan', 3.5, 114, 'automatická', 'LPG', 'biela', 73),
('Ford', 'Fiesta', 'Sedan', 2.8, 219, 'manuálna', 'diesel', 'sivá', 81),
('Ford', 'Festiva', 'Hatchback', 3.4, 92, 'automatická', 'LPG', 'tmavomodrá', 68),
('Ford', 'Festiva', 'Hatchback', 2.7, 230, 'manuálna', 'benzín', 'tmavomodrá', 66),
('Ford', 'Festiva', 'Hatchback', 2, 183, 'manuálna', 'LPG', 'bronzová', 26),
('Ford', 'Festiva', 'Hatchback', 2.9, 118, 'manuálna', 'LPG', 'hnedá', 60),
('Ford', 'Festiva', 'Hatchback', 2.7, 143, 'automatická', 'LPG', 'zlatá', 111),
('Ford', 'F450 Super Duty Crew Cab', 'Pickup', 2.7, 230, 'manuálna', 'benzín', 'žltá', 110),
('Ford', 'F450 Super Duty Crew Cab', 'Pickup', 2.4, 156, 'manuálna', 'benzín', 'strieborná', 89),
('Ford', 'F450 Super Duty Crew Cab', 'Pickup', 2.1, 279, 'automatická', 'benzín', 'bronzová', 119),
('Ford', 'F450 Super Duty Crew Cab', 'Pickup', 2.4, 209, 'manuálna', 'benzín', 'tyrkysová', 41),
('Ford', 'F450 Super Duty Crew Cab', 'Pickup', 2.4, 216, 'automatická', 'LPG', 'tmavomodrá', 44),
('Ford', 'F350 Super Duty Super Cab', 'Pickup', 2.4, 130, 'automatická', 'diesel', 'oranžová', 52),
('Ford', 'F350 Super Duty Super Cab', 'Pickup', 3.2, 162, 'manuálna', 'benzín', 'biela', 50),
('Ford', 'F350 Super Duty Super Cab', 'Pickup', 3.2, 217, 'automatická', 'diesel', 'zlatá', 93),
('Ford', 'F350 Super Duty Super Cab', 'Pickup', 3.3, 263, 'manuálna', 'benzín', 'žltá', 90),
('Ford', 'F350 Super Duty Super Cab', 'Pickup', 2.5, 259, 'manuálna', 'benzín', 'biela', 97),
('Ford', 'F350 Super Duty Regular Cab', 'Pickup', 2.5, 117, 'automatická', 'benzín', 'biela', 56),
('Ford', 'F350 Super Duty Regular Cab', 'Pickup', 3.4, 85, 'automatická', 'benzín', 'sivá', 87),
('Ford', 'F350 Super Duty Regular Cab', 'Pickup', 2.9, 149, 'manuálna', 'LPG', 'bordová', 59),
('Ford', 'F350 Super Duty Regular Cab', 'Pickup', 2.3, 229, 'automatická', 'diesel', 'karbónová', 99),
('Ford', 'F350 Super Duty Regular Cab', 'Pickup', 2, 272, 'automatická', 'benzín', 'žltá', 90),
('Ford', 'F350 Super Duty Crew Cab', 'Pickup', 3.5, 83, 'manuálna', 'diesel', 'zelená', 120),
('Ford', 'F350 Super Duty Crew Cab', 'Pickup', 2.4, 264, 'automatická', 'benzín', 'bronzová', 104),
('Ford', 'F350 Super Duty Crew Cab', 'Pickup', 2.3, 97, 'automatická', 'LPG', 'bronzová', 120),
('Ford', 'F350 Super Duty Crew Cab', 'Pickup', 2.3, 120, 'automatická', 'benzín', 'tmavomodrá', 96),
('Ford', 'F350 Super Duty Crew Cab', 'Pickup', 3.4, 218, 'automatická', 'LPG', 'èierna', 85),
('Ford', 'F350 Super Cab', 'Pickup', 2.7, 108, 'automatická', 'diesel', 'strieborná', 84),
('Ford', 'F350 Super Cab', 'Pickup', 3.4, 205, 'manuálna', 'LPG', 'sivá', 22),
('Ford', 'F350 Super Cab', 'Pickup', 2.4, 250, 'automatická', 'benzín', 'bordová', 41),
('Ford', 'F350 Super Cab', 'Pickup', 2.8, 120, 'automatická', 'LPG', 'oranžová', 36),
('Ford', 'F350 Super Cab', 'Pickup', 3.3, 85, 'manuálna', 'diesel', 'strieborná', 106),
('Ford', 'F350 Regular Cab', 'Pickup', 2.1, 176, 'manuálna', 'LPG', 'žltá', 78),
('Ford', 'F350 Regular Cab', 'Pickup', 3.3, 271, 'manuálna', 'benzín', 'èervená', 62),
('Ford', 'F350 Regular Cab', 'Pickup', 3.2, 130, 'automatická', 'benzín', 'sivá', 26),
('Ford', 'F350 Regular Cab', 'Pickup', 3.3, 94, 'automatická', 'LPG', 'tmavomodrá', 115),
('Ford', 'F350 Regular Cab', 'Pickup', 3.2, 191, 'manuálna', 'LPG', 'karbónová', 58),
('Ford', 'F350 Crew Cab', 'Pickup', 2.5, 268, 'manuálna', 'LPG', 'karbónová', 30),
('Ford', 'F350 Crew Cab', 'Pickup', 2.9, 202, 'manuálna', 'LPG', 'strieborná', 24),
('Ford', 'F350 Crew Cab', 'Pickup', 2.2, 203, 'automatická', 'benzín', 'èierna', 38),
('Ford', 'F350 Crew Cab', 'Pickup', 2.1, 193, 'manuálna', 'diesel', 'tmavomodrá', 78),
('Ford', 'F350 Crew Cab', 'Pickup', 3, 171, 'manuálna', 'LPG', 'modrá', 84),
('Ford', 'F250 Super Duty Super Cab', 'Pickup', 2.7, 107, 'manuálna', 'diesel', 'karbónová', 55),
('Ford', 'F250 Super Duty Super Cab', 'Pickup', 2.4, 237, 'manuálna', 'diesel', 'karbónová', 76),
('Ford', 'F250 Super Duty Super Cab', 'Pickup', 2.8, 150, 'automatická', 'LPG', 'èierna', 85),
('Ford', 'F250 Super Duty Super Cab', 'Pickup', 3.4, 277, 'automatická', 'LPG', 'tmavomodrá', 30),
('Ford', 'F250 Super Duty Super Cab', 'Pickup', 2.6, 180, 'manuálna', 'LPG', 'modrá', 113),
('Ford', 'F250 Super Duty Regular Cab', 'Pickup', 2.7, 201, 'automatická', 'diesel', 'žltá', 25),
('Ford', 'F250 Super Duty Regular Cab', 'Pickup', 2.4, 108, 'manuálna', 'LPG', 'tmavomodrá', 108),
('Ford', 'F250 Super Duty Regular Cab', 'Pickup', 3.1, 251, 'manuálna', 'diesel', 'èierna', 50),
('Ford', 'F250 Super Duty Regular Cab', 'Pickup', 2.7, 156, 'automatická', 'benzín', 'bordová', 52),
('Ford', 'F250 Super Duty Regular Cab', 'Pickup', 2.1, 143, 'manuálna', 'benzín', 'žltá', 36),
('Ford', 'F250 Super Duty Crew Cab', 'Pickup', 3.2, 183, 'manuálna', 'benzín', 'tyrkysová', 28),
('Ford', 'F250 Super Duty Crew Cab', 'Pickup', 2.3, 103, 'manuálna', 'LPG', 'zelená', 67),
('Ford', 'F250 Super Duty Crew Cab', 'Pickup', 3.3, 207, 'manuálna', 'LPG', 'zelená', 86),
('Ford', 'F250 Super Duty Crew Cab', 'Pickup', 2.9, 240, 'manuálna', 'benzín', 'modrá', 53),
('Ford', 'F250 Super Duty Crew Cab', 'Pickup', 2.3, 206, 'automatická', 'LPG', 'žltá', 21),
('Ford', 'F250 Super Cab', 'Pickup', 2.2, 86, 'automatická', 'diesel', 'zelená', 78),
('Ford', 'F250 Super Cab', 'Pickup', 3.1, 224, 'manuálna', 'benzín', 'èervená', 41),
('Ford', 'F250 Super Cab', 'Pickup', 3.2, 139, 'manuálna', 'benzín', 'èervená', 79),
('Ford', 'F250 Super Cab', 'Pickup', 2.9, 172, 'manuálna', 'diesel', 'zelená', 99),
('Ford', 'F250 Super Cab', 'Pickup', 2.8, 272, 'automatická', 'benzín', 'strieborná', 87),
('Ford', 'F250 Regular Cab', 'Pickup', 3.1, 109, 'manuálna', 'LPG', 'èervená', 20),
('Ford', 'F250 Regular Cab', 'Pickup', 3.2, 122, 'manuálna', 'diesel', 'biela', 113),
('Ford', 'F250 Regular Cab', 'Pickup', 2.7, 149, 'automatická', 'LPG', 'biela', 108),
('Ford', 'F250 Regular Cab', 'Pickup', 2.3, 142, 'automatická', 'diesel', 'sivá', 78),
('Ford', 'F250 Regular Cab', 'Pickup', 3.3, 237, 'automatická', 'benzín', 'èierna', 62),
('Ford', 'F250 Crew Cab', 'Pickup', 3.3, 89, 'manuálna', 'LPG', 'èervená', 53),
